text,true,pred
radio active never NEG_gets NEG_old NEG_and never NEG_will NEG_this NEG_is NEG_the NEG_th NEG_time NEG_i NEG_have NEG_listened NEG_to NEG_the NEG_cd NEG_its NEG_on NEG_repeat NEG_today NEG_and NEG_still NEG_love NEG_it! NEG_d,positive,neutral
g night twitterverse much twitter luv ?,positive,neutral
saw pony used live front house again. developed cushing disease tho,negative,neutral
good morning twitters!!! soooo tired...i really need stay twitter...lol taking life...lol,neutral,positive
still hoping job... strep looks like wont looking around places next couple days,negative,neutral
getting ready graduation party ........ id much rather hello marquee dane cook,negative,neutral
peeps still here. fun times. gotta sleep tho. work a.m. cool hot chicks here. none cool . missing,neutral,negative
last night went really well. got cracking shots,positive,neutral
lmao! fake paris anymore. look bio way log onto forum...,negative,neutral
nudge partner! good birthday christmas want buy something gift!,positive,neutral
greenville drive games without baseball guy clown.,negative,neutral
hoping least fun nite. today horrible way start birthday,neutral,positive
memorizing first lines general prologue canterbury tales. ughhh.,neutral,negative
wait recipe simply recipes. sorries!,negative,neutral
hate working nights cos NEG_really NEG_able NEG_to NEG_enjoy NEG_this NEG_gorgeous NEG_weather NEG_as NEG_i NEG_will NEG_be NEG_asleep,negative,positive
maybe cell phone soon ! yeah !,positive,neutral
think come tomarrow....because really really really looking foreword seeing you.......please come?,positive,neutral
NEG_here. NEG_i NEG_hope NEG_you NEG_re NEG_still NEG_resting. NEG_i NEG_don NEG_t NEG_want NEG_you NEG_to NEG_be NEG_stressed.,positive,negative
better go put clothes guys.. even p.j warm moveable,neutral,positive
sorry,positive,negative
office hours trying make computer feel better.,positive,neutral
yeah pants horrible! yeah wife loves job. loves performing kids good environment.,neutral,positive
bloggerific ha! nice try. outright deny accusations. good luck that...,neutral,positive
arg..tried one pic moved failed save it...then never NEG_showed NEG_her NEG_feet NEG_again NEG_but NEG_they NEG_were NEG_purty!,neutral,negative
u mean ur tired u go work u got ur wii work ur tired?,neutral,negative
wishes zak wuld trust enough give bac necklace want back thinks cut it.....,neutral,negative
rat run steve irwin way avoid long delays bruce highway,negative,neutral
e lol yeah slices cheddar cheese b sleeping.,negative,neutral
ahh sunshine. deleted spam emails days bbq sun wonderful...,positive,neutral
understand pains part life long time hope feel bit better soon.,neutral,positive
math amazing hell time socialily naiv part fine.,neutral,positive
got outta work. ....... frankie house.,neutral,negative
think love part saying cynical words. even though smile say them. think bad?,positive,neutral
p.s. dead like awsome. loved show missed last episodes tho ?,positive,neutral
nothing wrong quiet day... gives time listen,positive,neutral
tired last group day performing now.. interesting one.,positive,negative
going buy wacom today ... goood times,positive,neutral
chilling out....now boys gone time relax,positive,neutral
would awesome think hate expensive phones,neutral,negative
bed. one day left school get go holidays. yay!! finally. getting sick school... lol!,neutral,positive
fab broke,negative,neutral
got home bea kinda boring year hung great authors co workers!,neutral,positive
sadness top horde guild liked disbanded.,negative,neutral
cut yourself!!,neutral,negative
kind figured. probably unable reason lot things manga happen way happen.,negative,neutral
body isnt itching anymore,positive,negative
feel sorry nails. lol... feel fine thank,neutral,positive
somehow alarm became hour fast came realize leaving house.. feels good early start,positive,neutral
sound great,negative,positive
last day school last concert life.. wow.. say emotional? im really gonna miss mhs.. graduation practice today..,negative,neutral
gorgeous day going work allll day gotta keep telling nyc!!,positive,neutral
aloud hindi flick came couple weeks ago never NEG_made NEG_it NEG_to NEG_the NEG_uk,negative,neutral
sick right thankful chicken soup bed!,neutral,positive
headache. also dealing lice outbreak. lovely hair affected.,negative,neutral
phone works! whack. well good morning. gonna go eat breakfast neil school starts,positive,neutral
hahahah using saying on!,positive,neutral
ouch. better get used it. think prime marriage years.,negative,neutral
ahh okay makes sense start preparations,positive,neutral
little irked moment,negative,neutral
zen related stuff go flow. easy accomplish started rain rain flush away,positive,neutral
yvr.... fog delay sfo leave yet,neutral,negative
want iphone,positive,neutral
always feel sickly wake up. well got busy day ahead me! yippeee,neutral,negative
spgridview looking prettier pretty sure code ugly.,neutral,positive
um arent episodes lost season abc?! good thing im going vegas keep distracted tragedy.,neutral,negative
star wars ............ boo??? wanna jobe hand u act high school lol,negative,positive
wish could go hear mint condition tommorow night,positive,neutral
ew traffic,negative,neutral
amazes heck still....this internet thing,positive,neutral
anywho im early night good night twitter world.,neutral,positive
sitting taking little break trying recharge continue housework,positive,neutral
hhhhhhaaaaaaaaaaaaa!!!! yo u hve tears!...its fault said u cancelled thought....,neutral,negative
friday night. home. NEG_party NEG_this NEG_weekend,negative,neutral
confused about?,negative,neutral
saw drag hell . sam ramei excellant usual kitty scene kinda hard,neutral,negative
heard lot programs like go large chain learning centers sorry you!,negative,neutral
ahhhhh fml! classic crime sold out!,neutral,negative
know short week certainly dragged,negative,neutral
new picture upload!!!,negative,neutral
looking forward ben baseball game tonight,neutral,positive
aw man im sorry! logical reasoning promise! study order tutor new student! give,negative,neutral
thanxx following,neutral,positive
stop coughing,negative,neutral
follow friday bit hard work kicks fridays,negative,neutral
know.. suck.. master procrastinator ... guys much fun without,negative,neutral
pretty warm now! forgot k sick though.,neutral,negative
running things tweet you. wish could get reply! come philippines? tweeet!,neutral,positive
bed. gon force sandman com wot since dont look like gon partyin nyt,neutral,negative
goodnight all! NEG_ipod NEG_still NEG_but NEG_found NEG_my NEG_old NEG_mp NEG_player...we NEG_ll NEG_see NEG_how NEG_long NEG_it NEG_holds NEG_out NEG_for.,positive,neutral
you. know say w nothing love dude.,positive,negative
crew cob tried hardest put great shows fans appreciate it. tell alexi get well soon mh.,neutral,positive
sad day! love years ago! miss much!!!!,neutral,negative
talked since last day school! NEG_right.,negative,neutral
hell yeah! belgian beer bomb!! p,positive,neutral
im sorry think stick least compared used look like.,neutral,negative
aguirre wish going,positive,neutral
funniest desktop ever way see collegue.,positive,neutral
assembling figuring new alarm daddy gave sooo loud think blew ear drum,neutral,negative
wish knew play instrument. lessons menace missy moo sure. piano? cello? bass? whatever want,positive,neutral
goodnight ps thanks jailbreaking ipod stacie,neutral,positive
cleaned followers list blocked girls look like spammer,negative,neutral
week awful.,negative,neutral
park slope brooklyn working bust photoshoot. exciting! NEG_more NEG_fever! NEG_but NEG_my NEG_tonsils NEG_are NEG_the NEG_size NEG_of NEG_golfballs,positive,neutral
ended riding brick lane dead apart scameras every minutes took hour get in.,neutral,negative
im really sleepy want go bed...but upstairs mess know im gonna clean nooooo,negative,neutral
good day till twisted ankle two mile run,neutral,positive
sighs well accidentally clicked back space mouse,negative,neutral
yeah getting shows interesting process. key following up... least learned far,positive,neutral
first day work im NEG_excited NEG_about NEG_the NEG_lay NEG_out NEG_of NEG_the NEG_place NEG_and NEG_where NEG_everything NEG_is.. NEG_o NEG_well NEG_its NEG_a NEG_job,negative,neutral
get migranes.. .. leaves either arthritis gout!,negative,neutral
NEG_i NEG_like NEG_be NEG_able NEG_to NEG_say NEG_it NEG_and NEG_it NEG_be NEG_the NEG_truth. NEG_instead NEG_of NEG_some NEG_magical NEG_mystery NEG_tour NEG_i NEG_get NEG_led NEG_on.,positive,neutral
foooood yummy so. whose washing dishes ? NEG_me ! NEG_i NEG_.. NEG_rofl,positive,neutral
knocked sooo godamn funny. never NEG_gets NEG_old NEG_you NEG_re NEG_tupac. NEG_you NEG_re NEG_biggie. NEG_lol,positive,neutral
better be. also yes. unf unf ...lisa still gotten btw smacked,negative,neutral
lost ba enlisted class crs!! whyyyy. hindi naman conflict whatever. ang labo ng crs grabe. t.t,neutral,negative
back work. extremely slow start over.,negative,neutral
hey! thanks following going?,negative,positive
hate presentation hahah whatever im glad,positive,negative
happy birthday amber! hope great one...and far away thirty...shhh...you making us ers feel sad!,neutral,positive
counting hours lost sunshine weekend,negative,neutral
vma s? guess so.. also wanna go london june demi lovato concert NEG_one NEG_s NEG_going NEG_with NEG_me,negative,neutral
research find specific thing wanna drive autorun,negative,neutral
beginning get way hard please friends,negative,neutral
effort though,positive,neutral
next thing tomorrow morning temperature check! gonna routine till swine flu dies. good night everyone!,positive,neutral
scrubs tonight . pm . woo!,positive,neutral
says impossible plurk work system administrators closed access firew...,negative,neutral
wish nowww!!! grrrrrrr,negative,positive
longest lie thank goodness neck still painful today going head !,neutral,positive
also anyone else hayfevery today??? awake mins sufferin already,negative,neutral
no. result salary decrease,negative,neutral
confused weather really gonna sunny? really gonna rain?,negative,neutral
peep got onto game site never NEG_see NEG_again,negative,neutral
missed wbc counterprotests. probably going waterfire ben yay!,negative,positive
oh no! lot people starting tweet again! hope could still read multiple tweets philippines tour please?,positive,neutral
appreciate effort. skin much softer screen,positive,neutral
yeah ranga makes sense,positive,neutral
pina NEG_good!!he NEG_wouldnt NEG_like NEG_his NEG_girl NEG_flirting NEG_with NEG_his NEG_colleagues NEG_would NEG_he?,negative,neutral
wish could...but work on...,positive,neutral
travel blog running! wait start filling entries!,positive,neutral
song slap face!! ?,negative,neutral
one lane stop go trafffffffic suckssss! almost wwork thanks miinnnesota roads,negative,positive
stuck traffic way costa mesa,negative,neutral
ever met guy thatv everything want need never NEG_really NEG_went NEG_for NEG_it NEG_w NEG_him ? g nite daddy,positive,neutral
little hungry nice bowl spicy lentil soup fill gap,neutral,positive
mii list...permanent mii dude,negative,neutral
sometimes things say hurt ones love unintentionally. never NEG_ever NEG_take NEG_it NEG_back NEG_or NEG_fix NEG_it.,negative,neutral
back durango. chaperoning party. interesting. catching internet surfing drinking woodchuck. ha.,positive,neutral
work splendid,positive,neutral
yay!! computer came today. bad held hostage parents house pick,neutral,negative
stuck nj transit past twenty minutes. great way start week,neutral,positive
dang burrito toaster strudle sp? tease im still hungry,neutral,negative
thanks viewing portfolio www.wahliao.com updating sometimes keep u updated.,positive,neutral
geez years? think would checked years ago!,negative,neutral
time close today? last day today tmr? may shed tear,negative,neutral
noticed girls? welcome adulthood!,neutral,positive
beautiful albeit windy times night no....,positive,neutral
archie proposes veronica latest archie comic. longest known love triangle coming end. poor betty.,negative,positive
want lose wisdom teeth make wise. soon without trace wisdom,negative,positive
casey gone?!?! why?! piddled little carpet. prolly freaked cause new. get back?,negative,neutral
work soon. lame going miss go lakers! hope win!!!!,negative,neutral
even arnold save parks providing jobs?,negative,neutral
showed fluids decreasing slightly. look like letting bed anytime soon follow u next week,negative,neutral
freakin days!! thought...what would look forward this?,negative,neutral
im soooo loney,negative,neutral
feel like need catch twitter done much weekend!,negative,neutral
hahah loveeee though.,positive,neutral
watching hostage ! also got idea animation making. hope ready post link fifth june,positive,neutral
kl took wrong turn sg besi jam city center,neutral,negative
ja deze interessanter text messages limited characters,positive,neutral
fiona sad enought room megan suitcase,neutral,negative
hahahah course nasty display picture,negative,neutral
said aj made NEG_sense NEG_hahaha. NEG_what NEG_were NEG_you NEG_talking NEG_about? NEG_and NEG_i NEG_loved NEG_that NEG_picture NEG_of NEG_you NEG_and NEG_colin!,positive,neutral
think june gloom arrived,negative,neutral
got home dinner really really full. mom said dad bought sony k? holyyyyyyy,positive,neutral
im craving cinnamon toast crunch. cold today!!,negative,neutral
happpppy mothers day,positive,neutral
last leg travels today. totally exhausted thank goodness ed keeping company,neutral,positive
tired,neutral,negative
oh cool!! d. going like bunchh jb shows summer... broke though haha,neutral,positive
forgot ec machine running days got bill. amazon teaches get organized fair price,positive,neutral
brain gonna explode minute full numbers cliiimb. j climbing mt. numbers.,negative,neutral
figures quoted wildly optimistic stuff science fiction. bit disapointed ciber sabip,negative,neutral
got copy yesterday although right digging scala read yet...,negative,neutral
hubby snoring! still love,neutral,positive
would really like NEG_be NEG_at NEG_work NEG_and NEG_instead NEG_taking NEG_a NEG_nap.,positive,neutral
got home audition awhile ago. think went pretty well math homework calling name .,positive,neutral
hall aint answer call? thought homies!?,negative,neutral
want hurt,positive,negative
sars really got down.,negative,neutral
appending hash tag nice touch.,neutral,positive
morning all. appear bit sore head. perhaps bag pork scratchings dinner good idea,negative,neutral
aww sucks long though dianne cute usual hopeflly mite put youtube,neutral,positive
n case missed show yesterday chance listen bbc iplayer enjoy,positive,neutral
photo call hope.,positive,neutral
snap. breaking,negative,neutral
upsets becasue like years loved .. happens imm really uset x,neutral,positive
molly born birthday!!!! cue twilight zone music,positive,neutral
wow! party! new life! awesome! NEG_more NEG_girlfriends NEG_they NEG_just NEG_create NEG_tons NEG_of NEG_drama! NEG_babes NEG_at NEG_a NEG_party NEG_is NEG_the NEG_way NEG_to NEG_go! NEG_just NEG_w NEG_...,neutral,positive
miss ..... hope comes back,positive,neutral
breaks heart,negative,neutral
thinks friends lifes go around boyfriends NEG_time NEG_for NEG_us NEG_girls,negative,neutral
looking old stuff found record old band! well band month. ever heard ?,neutral,negative
fml spilled entire diet coke lap. yay,negative,neutral
im blonding ... slowly surely im blonding ... wana scratch hair im NEG_allowed,negative,neutral
said elusive tricky,negative,neutral
well use tweets push make go shop. time im back hopefully,positive,neutral
wtf getting now? hm tm today that... revision revision revision,negative,neutral
goodbye picnic classmate today weather beautifuul!!!,positive,neutral
got back home disappointing report card,negative,neutral
cokies arnt real imaginary hav mmmmmmmmmmmm cookie...,positive,neutral
poor you. bank holiday monday today,negative,neutral
watching children it. really studying. start soon,negative,neutral
NEG_way! NEG_i NEG_didn NEG_t NEG_know NEG_he NEG_was NEG_singing NEG_rof NEG_thats NEG_without NEG_a NEG_doubt NEG_my NEG_fave NEG_he NEG_has NEG_done NEG_on NEG_idol NEG_thus NEG_far!! NEG_eep NEG_fangirl NEG_moment,positive,neutral
watched too!!! didnt want win put good fight..lol,neutral,positive
cant find red lighter reminds amy,neutral,negative
shoutout reyah fellow philly homegirl making best hard situations push pray something happens.. much love,neutral,positive
truong sunbae bad jst scratch wht said im talking nonsense here.. lol!!! enjoy perfs,neutral,negative
chillin kealie.,neutral,positive
wanna ruin spontaneously first paper copy spontaneity onto book? please?!,neutral,negative
fear spaceship NEG_long NEG_for NEG_this NEG_earth. NEG_it NEG_just NEG_stranded NEG_me NEG_and NEG_edwin NEG_on NEG_the NEG_highway. NEG_there NEG_was NEG_smoke,negative,neutral
omg murdere! accidently killed spider,neutral,negative
making hot chocolate almond milk. mother day festivities starting early!,neutral,positive
NEG_wonder NEG_we NEG_re NEG_married. NEG_night NEG_love.,positive,neutral
fruity pebbles?! what? lucky charms,neutral,positive
guess freaky followers.,negative,neutral
lot hell yeah rebel meets rebel dac pantera like pantera songs find cowboys hell cd,neutral,negative
know NEG_at NEG_all,negative,neutral
car home. yay! . boo! paying mom installments. gave today. need win lottery.,neutral,positive
fail. fancy pit stop cuppa know am! lol,negative,neutral
very. ill attempting remember lots nothing going in.,negative,neutral
think well. time weekend,negative,neutral
bye bye edinburgh want leave,negative,neutral
ratt rocked nashville tonite..one thing sucked NEG_encore! NEG_like NEG_in NEG_the NEG_s NEG_they NEG_still NEG_have NEG_a NEG_fun NEG_show. NEG_pearcy NEG_has NEG_that NEG_hott NEG_bad NEG_boy NEG_look,neutral,negative
wishhh!,positive,neutral
boo. used live upland... funnnn,positive,neutral
people following people follow please x,positive,neutral
doubt get one honest,positive,neutral
oh yeah is! .. see really gets going! lol .. care like heheheheh great!,neutral,positive
see jonas brothers movie funny NEG_one NEG_else NEG_was NEG_there NEG_hahah NEG_can NEG_t...,positive,neutral
ok turn twitter device updates get new battery. phone goes fully charged dead hours,neutral,negative
wake week funny deathcab makes think you! use calendar track work hours,positive,neutral
oh man sucks hardcore! haha good luck finishing recording,neutral,positive
justice left dj talent voted n,neutral,positive
sicky sicky sucks lovely day,neutral,negative
haha heads bigger yours! awwwh lol,positive,neutral
hi miss. isabelle here.,neutral,negative
oh NEG_i NEG_wanted NEG_to NEG_go NEG_to NEG_sea NEG_but NEG_today NEG_the NEG_sun NEG_is NEG_here! NEG_sigh!,negative,neutral
... michael bay ... sigh sorry love know felt way xd,negative,positive
made diy acid wash shorts! wait see look like,neutral,positive
nt able follow anyone friendorfollow.com come!!!,negative,neutral
woo hoo recipe,neutral,positive
uh. finally home completely wiped.,negative,neutral
feeling considerably better hours sleep still NEG_right NEG_though...,positive,neutral
ok deleted messages hope come back!!,neutral,positive
sister called... officially labor! looks like anna josie getting new cousin today!! one girl!,positive,neutral
yeah are! stop making fun me! gotta get new ones,negative,neutral
yay friday... hold work tomorrow,positive,neutral
wants go vintage paper show NEG_one NEG_will NEG_accompany NEG_her,negative,neutral
floor mopping sounds unappealing,negative,neutral
really nervous giving speech wedding tomorrow,negative,neutral
work evil . let check text messages,negative,neutral
briliant! may fourth,positive,neutral
NEG_one NEG_even NEG_liked NEG_my NEG_answers NEG_to NEG_life NEG_last NEG_night NEG_pshh,negative,neutral
ugh.. dad told read article kavya shivashankar spellin bee girl..and like her.,neutral,negative
believe true fml quite phenomenon...all thx superbad,neutral,positive
carter says video private. wtf????,negative,neutral
aw taxi man going fast meee,positive,neutral
much homework today,negative,neutral
hahah yeah problem. tomorrow bday dinner terry think see fight,negative,neutral
unfortunately know would like avoiding,neutral,negative
car broke down. time start looking getting another. NEG_one NEG_thing NEG_its NEG_another.,negative,neutral
wow sharing long list.,neutral,positive
sure. intentionally turn thought processes silly,negative,neutral
tataindicom NEG_as NEG_good NEG_as NEG_tatasky NEG_airtel NEG_broadband NEG_is NEG_better.,positive,neutral
yes yes indeed nuts! ... like me... though NEG_rich NEG_tut NEG_x,negative,neutral
ugh..just starting another hours behind wheel drivers ed,negative,neutral
boys finish tacos eating happily,positive,neutral
actual wiki entry million dollar homepage made shake head due fact ... sometimes...somtimes things work,negative,neutral
hahaha super late thank you!!,neutral,positive
ahaha stuck head thanxx,positive,negative
NEG_do NEG_it NEG_i NEG_ve NEG_seen NEG_enough NEG_movies NEG_to NEG_know NEG_that NEG_something NEG_terrible NEG_will NEG_happen... NEG_lol,negative,neutral
call awww wish could NEG_talking NEG_minutes,neutral,negative
chowder !!!!!!,negative,neutral
it? done already? one proof nothing fair world.,negative,neutral
hi tweete surprised see everyone still up...maybe full moon,positive,neutral
hope presentation went well today?! tweet yr campus tomorrow around lunch time onwards,positive,neutral
heh... send dem get dem jen... shocked found many last days... earlier week nothing...,negative,neutral
right.. making compromises kills us!,negative,neutral
think iv hurt tooth eilish cassie drawing competiton draw cookies pineapples haha l .,neutral,negative
laodicean life kavya family probably got kavya spelling bee crown! congrats! note spell check doesnt recognize laodicean,neutral,positive
time pack work NEG_had NEG_much NEG_time NEG_for NEG_twitter! NEG_thank NEG_you NEG_for NEG_any NEG_follow NEG_fridays. NEG_be NEG_back NEG_later!,positive,neutral
thought wallace gromit team behind monkey island could combined disastrously?,negative,neutral
NEG_so NEG_sad NEG_about NEG_that NEG_i NEG_m NEG_from NEG_malta NEG_have NEG_you NEG_heard NEG_about NEG_it ?,negative,neutral
woop bought elliot minor album itunes. finally working me!!,positive,neutral
decided wolf future star trek logo game would much cooler chewy star wars,positive,neutral
miss you! come michigan like now....i wait till july,negative,neutral
hey nothing wrong that!,positive,neutral
ok thunder scaring,negative,neutral
cut slice cheese cake.. makes everything better,positive,neutral
taco bell tramp!yesssssir,positive,neutral
already feels like one days able win.,negative,neutral
catching weeks lost grey s!! house quiet again.,neutral,negative
follow joe cool,positive,neutral
know dont believe half say,negative,neutral
oh NEG_that NEG_s NEG_so NEG_annoying! NEG_i NEG_have NEG_the NEG_same NEG_problem NEG_thighs NEG_but NEG_hips! NEG_i NEG_hope NEG_they NEG_catch NEG_up NEG_soon,negative,neutral
mention twitter group followers would grateful,positive,neutral
work drunk golfers exciting! bad sir?,positive,negative
adam lambert version feelin good head... miss idol already.,neutral,negative
want semester over! week half moving time!,negative,neutral
wishing would get followers,positive,neutral
prob NEG_idea NEG_how NEG_to NEG_meet NEG_guys. NEG_met NEG_all NEG_my NEG_exs NEG_online NEG_now NEG_i NEG_ve NEG_dated NEG_that NEG_pool NEG_dry,neutral,negative
ready productive friday. one last year,positive,neutral
get fixed years worth thing,positive,neutral
cant sleep tomorrow must wake early,negative,neutral
greenville weekend best friends birthday leaving way later wanted...,neutral,positive
mcc bye scotty! gonna miss you. ily,positive,negative
ima goodgirl NEG_down NEG_with NEG_takin NEG_advantage,positive,neutral
simmons everyone mistakes make lessons learn. let negativity get you.,positive,negative
aww guess NEG_that NEG_many NEG_people NEG_are NEG_online NEG_though...,negative,neutral
super bummed whitecaps game plans friends fell through...i need home let sitter go,negative,neutral
safe flight...,positive,neutral
thx! conf thurs,neutral,positive
chris sab comme estas,negative,neutral
haha moms back today weekend away first words whys house dirty? love life ..,neutral,positive
super frustrated taking one love! love paul!,neutral,positive
work starving,negative,neutral
delay midnight bloody thomson!!!!,negative,neutral
positive thinker sure keeping around!,positive,neutral
ooh cutting. like,positive,neutral
dang need bed bay area monday tuesday night anyone able help out?,negative,neutral
bank holiday london! woohoo,neutral,positive
got foxy new brew buddy kitchen gonna smell,negative,neutral
yeahhh... thx. figured,positive,neutral
many freebies jbnoy friends spam thread soon.,negative,neutral
sad. mom must shaken up. peace strength dear family lost little girl,negative,neutral
lol. ever forget,positive,neutral
pretty good time work talking one gymnastics gils,neutral,positive
well friday usually start something awsome...i NEG_sure NEG_if NEG_that NEG_ll NEG_be NEG_this NEG_time NEG_around NEG_i NEG_gotta NEG_shake NEG_this,positive,neutral
lol cant drink!!,positive,neutral
finally friday still grounded till next thursday stereos life,positive,neutral
boo! sleep saying hi random people,negative,neutral
ugh days whatever somewhere,neutral,negative
closest good two hours,neutral,positive
ordered cuuutest invitations new niece christening arrived back sa. sorry wont make,neutral,negative
come join fun first pitch legends game... may th pm!,neutral,positive
ooohhh. understand. never NEG_get NEG_sick NEG_of NEG_her NEG_so NEG_im NEG_on NEG_your NEG_moms NEG_side NEG_i NEG_guess NEG_your NEG_dad NEG_just NEG_likes NEG_what NEG_he NEG_likes....lol,positive,neutral
wrecked hungry get early. NEG_the NEG_perfect NEG_fri NEG_night NEG_lol NEG_night,negative,neutral
brilliant day today got car washed got washing done! go work hour,positive,neutral
bba ooh nice well guess NEG_nice NEG_at NEG_the NEG_moment NEG_being NEG_windy NEG_and NEG_rainy. NEG_but NEG_i NEG_like NEG_rain,positive,neutral
omg!!! mcdonalds combo wendys sundae puke material,negative,neutral
chocolate...i say,negative,neutral
good realistic still like thinking it!!!,neutral,positive
yea old pic looks lot different now...she turned beautiful women miss lot!,neutral,positive
qw,negative,neutral
edge left contributors list month issue. x ffs. werd,neutral,negative
twitter kinda confusing fun,neutral,positive
damm servers still need hit koxpers pass,negative,neutral
sound fun,negative,positive
well maybe always head cnt. sure save me!,positive,neutral
give anything there. bad tennessee.,negative,neutral
got feel belly NEG_the NEG_baby.,neutral,negative
morning folks! light tweeting today hurrah! crowd! cos busy friday. inside sunshine out.,positive,neutral
fo shizzle. . . bored wanna go something. wish went pisay today. oh wellz. wonder there.,negative,neutral
thanks steph...must keep updated ur turn,positive,neutral
whaat? would seem powerful spell. kind tips scale favor.,neutral,positive
men far sunny,negative,neutral
regrettin decisions made,negative,neutral
friends romans country men lol ppl need help say twitter dont friends loner loner la da da,negative,neutral
bushidokan class got canceled. sign karate someplace else!!,negative,neutral
oo never NEG_played NEG_it NEG_thats NEG_so NEG_good NEG_that NEG_u NEG_like NEG_play NEG_games NEG_most NEG_females NEG_dont NEG_like NEG_too,positive,neutral
unhook twitter facebook facebook cronies complaining.,negative,neutral
got degree bs.,positive,neutral
inspite spams.. stop losing twittergadget. love twitting gmail,positive,neutral
given exact date much longer. please accept apologies inconvenience!,negative,neutral
yes thank you. contacted ce NEG_response,neutral,positive
got exam centre n said let u becuz sleeveless top! u cud believe that!? go home,negative,neutral
totally addicted xbox carcassonne. also really love tomb raider legend. still badly need bolt.,positive,neutral
soo sad mcmcbuddy thinks look like could little rainbow ... like burritos ok! burritos!!!,neutral,negative
home yay! unpacked everything got wash,positive,neutral
another friday night in. man skint rubbish.,negative,neutral
thanks add try signing later get home. still NEG_such NEG_luck NEG_then NEG_i NEG_ll NEG_email NEG_someone,positive,neutral
ahh feels good played guitar hero months! suck haha,neutral,positive
wish could sleep forever,positive,neutral
far wanna go home...,positive,neutral
ooh bell whatchu goin as? monsterpalooza weekend us. NEG_ink NEG_i NEG_won NEG_t NEG_be NEG_a NEG_stressed NEG_contestant NEG_this NEG_year! NEG_miss NEG_u NEG_x,neutral,negative
ok im NEG_really NEG_that NEG_far NEG_yet NEG_on NEG_the NEG_nd NEG_part NEG_of . wish earlier though like mid day could involved,positive,neutral
salute chapel hill north carolina. sy ?,positive,neutral
mmmmmm late night brusters ice cream! om nom nom nom,positive,neutral
morning all! something weekend leftover dominos. noiiiiice,positive,neutral
get it. esplained awhile ago.,negative,neutral
coldstone kayla fat guys matters,positive,neutral
missed me! lol,neutral,negative
breathe well turns NEG_crazy. NEG_just NEG_inflammed NEG_lungs,negative,neutral
meaning email months. pre reunion party must coming soon. really wish could there. char soon,positive,neutral
sun shining sky facking blue teletubbies? work.,negative,neutral
gutted handbag wanted sold!,negative,neutral
wish could feel NEG_pain NEG_but NEG_it NEG_s NEG_ok NEG_at NEG_least NEG_they NEG_like NEG_brazil!,positive,neutral
remember guy st you! help get flwrs make smile!,positive,neutral
none thoughts make sense sober?,negative,neutral
haha! somerset theatre ottawa. remember well. things change stay,positive,neutral
gooooooood night cant believe tomoroo cancelled! still gonna giid night gni cant beat them!,neutral,negative
alreay feel hang over. soooo worth,positive,neutral
ahh yes obligations vampire kept away twitter.but back try update much possible.i lost donor,negative,neutral
like tweetie better use time,positive,neutral
morrissey cure jealous. NEG_in NEG_a NEG_slash NEG_your NEG_tyres NEG_way NEG_just NEG_in NEG_a NEG_hope NEG_you NEG_enjoy NEG_it NEG_wish NEG_i NEG_cuold NEG_go NEG_way,neutral,positive
stunning business cards! ashamed mine,negative,neutral
certainly know feeling. wesley sleeping want go get something eat . account,negative,neutral
blinded,negative,neutral
seperate yum. together gross sounding.,neutral,negative
oh noooo! blow tire reaaaally going send batman smoke.,neutral,negative
get tonight bridesmaids moms bride rockin reception,positive,neutral
yes...met jon last yr interesting questionning agile agile session. see yr schedule.,positive,neutral
rehearsal...gonna miss game please keep updated! go nuggets!,negative,neutral
queen sass oh scenie!!!,positive,neutral
would better imo let play songs provided. start get blacks out.,neutral,positive
visit la ventana de los cielos foundation pushed bck weeks excited go meet kids. wait another wks,negative,positive
well actually went got drivers license worry bus haha.,negative,neutral
hyped e . wish could go...,positive,neutral
gettin ready put show ugh really hope ppl dont comee,negative,neutral
live dat glamorous life.,positive,neutral
totally austin powers withdrawl symptons darrius withdrawl symptoms mommy minne withdrawl syamptoms.,neutral,negative
friday night... NEG_doing NEG_anything!! NEG_but NEG_i NEG_might NEG_go NEG_have NEG_some NEG_tacos NEG_at NEG_the NEG_lunch NEG_truck NEG_in NEG_pasadena NEG_.... NEG_just NEG_maybe.,neutral,negative
i!! jet repair shop...lol,positive,neutral
good morning work morning gutted lol nevermind,neutral,positive
trying figure right,positive,neutral
think goes everything thought olympic spirit team gb,negative,neutral
darn you! wish could watch bgt able fast forward ads dinners soon..,neutral,positive
get ready toms.. gotta go make sure NEG_done NEG_anything NEG_stupid NEG_ill NEG_tweet NEG_later.,negative,neutral
NEG_p.f. NEG_changs NEG_for NEG_lunch NEG_booooo,neutral,negative
NEG_going NEG_on NEG_the NEG_cruise. NEG_wish NEG_i NEG_was NEG_but NEG_i NEG_m NEG_just NEG_going NEG_on NEG_vacation. NEG_thanks NEG_though,positive,neutral
NEG_even NEG_fat!!!! NEG_huh ? friggin huge! freak.,neutral,negative
gleneagles champagne receptions....can beat it! alone tea rubbish ive housework,negative,neutral
sorry...i make sure next time.,negative,neutral
went muslim marriage first time life. came back stomach full tasty briyani. really like much.,positive,neutral
one times going self awareness NEG_to NEG_ask NEG_one NEG_of NEG_the NEG_principle NEG_mourners NEG_at NEG_a NEG_wake NEG_how NEG_they NEG_re NEG_doing.,neutral,negative
dont depress mother law staying weekend. someone else wait kids!,negative,neutral
bestie need,negative,neutral
